provincia|seccion|circuito|local|mesa|partido|porcentaje
Río Negro|Nueve de Julio|Circuito Sierra Colorada|ESCUELA PRIMARIA N 26|1600500292X|FRENTE DE TODOS|79.43
Río Negro|Nueve de Julio|Circuito Sierra Colorada|ESCUELA PRIMARIA N 26|1600500292X|JUNTOS POR EL CAMBIO|8.87
Río Negro|Nueve de Julio|Circuito Sierra Colorada|ESCUELA PRIMARIA N 26|1600500289X|JUNTOS POR EL CAMBIO|9.64
Río Negro|Nueve de Julio|Circuito Sierra Colorada|ESCUELA PRIMARIA N 26|1600500293X|JUNTOS POR EL CAMBIO|6.46
Río Negro|Nueve de Julio|Circuito Sierra Colorada|ESCUELA PRIMARIA N 26|1600500293X|FRENTE DE TODOS|76.72
Río Negro|Nueve de Julio|Circuito Sierra Colorada|ESCUELA PRIMARIA N 26|1600500291X|JUNTOS POR EL CAMBIO|13.39
Río Negro|Nueve de Julio|Circuito Mro Ramos Mexia|ESCUELA PRIMARIA N 13|1600500294X|FRENTE DE TODOS|82.66
Río Negro|Nueve de Julio|Circuito Mro Ramos Mexia|ESCUELA PRIMARIA N 13|1600500294X|JUNTOS POR EL CAMBIO|6.66
Río Negro|Nueve de Julio|Circuito Mro Ramos Mexia|ESCUELA PRIMARIA N 13|1600500295X|FRENTE DE TODOS|84.23
Río Negro|Nueve de Julio|Circuito Mro Ramos Mexia|ESCUELA PRIMARIA N 13|1600500295X|JUNTOS POR EL CAMBIO|8.86
Río Negro|Nueve de Julio|Circuito Mro Ramos Mexia|ESCUELA PRIMARIA N 13|1600500296X|FRENTE DE TODOS|80.19
Río Negro|Nueve de Julio|Circuito Mro Ramos Mexia|ESCUELA PRIMARIA N 13|1600500296X|JUNTOS POR EL CAMBIO|12.07
Río Negro|Ñorquinco|Circuito Las Bayas|DESTACAMENTO POLICIAL 136|1600700347X|JUNTOS POR EL CAMBIO|8.69
Río Negro|Ñorquinco|Circuito Las Bayas|DESTACAMENTO POLICIAL 136|1600700347X|FRENTE DE TODOS|86.95
Río Negro|Ñorquinco|Circuito Rio Chico|ESCUELA PRIMARIA N 163|1600700349X|JUNTOS POR EL CAMBIO|9.52
Río Negro|Ñorquinco|Circuito Rio Chico|ESCUELA PRIMARIA N 163|1600700349X|FRENTE DE TODOS|81.74
Río Negro|Ñorquinco|Circuito Rio Chico|ESCUELA PRIMARIA N 163|1600700350X|JUNTOS POR EL CAMBIO|7.03
Río Negro|Ñorquinco|Circuito Rio Chico|ESCUELA PRIMARIA N 163|1600700350X|FRENTE DE TODOS|88.28
Río Negro|Ñorquinco|Circuito Chacay Huarruca|ESCUELA PRIMARIA N 65|1600700348X|FRENTE DE TODOS|89.74
Río Negro|Ñorquinco|Circuito Chacay Huarruca|ESCUELA PRIMARIA N 65|1600700348X|JUNTOS POR EL CAMBIO|0.0
Río Negro|Ñorquinco|Circuito Ñorquinco|ESC. SEC. DE RIO NEGRO N° 110|1600700344X|JUNTOS POR EL CAMBIO|16.14
Río Negro|Ñorquinco|Circuito Ñorquinco|ESC. SEC. DE RIO NEGRO N° 110|1600700343X|JUNTOS POR EL CAMBIO|18.6
Río Negro|Ñorquinco|Circuito Mamuel Choique|ESCUELA HOGAR N 113|1600700351X|FRENTE DE TODOS|83.33
Río Negro|Ñorquinco|Circuito Mamuel Choique|ESCUELA HOGAR N 113|1600700351X|JUNTOS POR EL CAMBIO|12.5
Río Negro|Ñorquinco|Circuito Arroyo las Minas|ESCUELA PRIMARIA N 100|1600700346X|JUNTOS POR EL CAMBIO|11.76
Tierra del Fuego|Antártida Argentina|Circuito 28|BASE ORCADAS|2400300468X|FRENTE DE TODOS|0.0
Tierra del Fuego|Antártida Argentina|Circuito 27|BASE SAN MARTIN|2400300467X|JUNTOS POR EL CAMBIO|89.47
Tierra del Fuego|Antártida Argentina|Circuito 27|BASE SAN MARTIN|2400300467X|FRENTE DE TODOS|5.26
Tierra del Fuego|Antártida Argentina|Circuito 23|BASE MARAMBIO|2400300464X|JUNTOS POR EL CAMBIO|90.0
Tierra del Fuego|Antártida Argentina|Circuito 23|BASE MARAMBIO|2400300464X|FRENTE DE TODOS|7.5
Tierra del Fuego|Antártida Argentina|Circuito 22|BASE BELGRANO LL|2400300463X|JUNTOS POR EL CAMBIO|90.47
Tierra del Fuego|Antártida Argentina|Circuito 22|BASE BELGRANO LL|2400300463X|FRENTE DE TODOS|0.0
Tierra del Fuego|Antártida Argentina|Circuito 24|BASE ESPERANZA|2400300465X|INCIDENCIA|0.0
Tierra del Fuego|Antártida Argentina|Circuito 25|BASE CARLINI (EX-JUBANY)|2400300466X|JUNTOS POR EL CAMBIO|95.45
Tierra del Fuego|Antártida Argentina|Circuito 25|BASE CARLINI (EX-JUBANY)|2400300466X|FRENTE DE TODOS|4.54
Tierra del Fuego|Ushuaia|Circuito U03|COLEGIO PROV. DR. JOSÉ M. SOBRAL|2400100034X|INCIDENCIA|0.0
Tierra del Fuego|Ushuaia|Circuito U03|ESCUELA Nº 31 JUANA MANSO|2400100042X|INCIDENCIA|0.0
Tierra del Fuego|Ushuaia|Circuito U03|ESCUELA Nº 31 JUANA MANSO|2400100044X|JUNTOS POR EL CAMBIO|19.52
Tierra del Fuego|Ushuaia|Circuito U03|ESCUELA Nº 31 JUANA MANSO|2400100046X|JUNTOS POR EL CAMBIO|19.91
Tierra del Fuego|Ushuaia|Circuito U12|ESCUELA N° 15 CENTENARIO USHUAIA|2400100188X|INCIDENCIA|0.0
Tierra del Fuego|Ushuaia|Circuito U12|ESCUELA N° 47|2400100194X|JUNTOS POR EL CAMBIO|15.67
Tierra del Fuego|Ushuaia|Circuito U12|ESCUELA N° 47|2400100191X|JUNTOS POR EL CAMBIO|17.82
Tierra del Fuego|Ushuaia|Circuito U07|ESCUELA Nº 30 OSHOVIA|2400100124X|JUNTOS POR EL CAMBIO|17.25
Tierra del Fuego|Ushuaia|Circuito U07|COLEGIO MONSEÑOR ALEMAN|2400100133X|JUNTOS POR EL CAMBIO|19.81
Tierra del Fuego|Ushuaia|Circuito U07|COLEGIO MONSEÑOR ALEMAN|2400100131X|JUNTOS POR EL CAMBIO|18.26
Tierra del Fuego|Río Grande|Circuito 13|ESCUELA N° 10 GRAL. MANUEL BELGRANO|2400200407X|JUNTOS POR EL CAMBIO|18.57
Tierra del Fuego|Río Grande|Circuito 13|ESCUELA N° 10 GRAL. MANUEL BELGRANO|2400200398X|JUNTOS POR EL CAMBIO|16.29
Tierra del Fuego|Río Grande|Circuito 13|ESCUELA N° 10 GRAL. MANUEL BELGRANO|2400200399X|JUNTOS POR EL CAMBIO|18.75
Tierra del Fuego|Río Grande|Circuito 13|ESCUELA N° 10 GRAL. MANUEL BELGRANO|2400200404X|JUNTOS POR EL CAMBIO|18.53
Tierra del Fuego|Río Grande|Circuito 13|ESCUELA N° 10 GRAL. MANUEL BELGRANO|2400200400X|JUNTOS POR EL CAMBIO|19.02
Tierra del Fuego|Río Grande|Circuito 13|ESCUELA N° 10 GRAL. MANUEL BELGRANO|2400200397X|JUNTOS POR EL CAMBIO|18.55
Tierra del Fuego|Río Grande|Circuito 13|ESCUELA N° 10 GRAL. MANUEL BELGRANO|2400200401X|JUNTOS POR EL CAMBIO|14.42
Tierra del Fuego|Río Grande|Circuito 13|ESCUELA N° 10 GRAL. MANUEL BELGRANO|2400200402X|JUNTOS POR EL CAMBIO|19.06
Tierra del Fuego|Río Grande|Circuito 13|ESCUELA N° 10 GRAL. MANUEL BELGRANO|2400200396X|JUNTOS POR EL CAMBIO|17.88
Tierra del Fuego|Río Grande|Circuito 13|ESCUELA N° 10 GRAL. MANUEL BELGRANO|2400200406X|JUNTOS POR EL CAMBIO|18.83
Tierra del Fuego|Río Grande|Circuito 13|ESCUELA N° 23 ORG. DE LOS ESTADOS AMERICANOS|2400200409X|JUNTOS POR EL CAMBIO|18.18
Tierra del Fuego|Río Grande|Circuito 13|ESCUELA N° 19 PRIMERA LEGISLATURA|2400200392X|JUNTOS POR EL CAMBIO|16.03
Tierra del Fuego|Río Grande|Circuito 13|ESCUELA N° 19 PRIMERA LEGISLATURA|2400200388X|JUNTOS POR EL CAMBIO|15.92
Tierra del Fuego|Río Grande|Circuito 15|ESCUELA AGROTECNICA MISION SALESIANA|2400200457X|INCIDENCIA|0.0
Tierra del Fuego|Río Grande|Circuito 14|ESCUELA PROVICNIAL HASPEN|2400200442X|JUNTOS POR EL CAMBIO|15.25
Tierra del Fuego|Río Grande|Circuito 14|ESCUELA PROVICNIAL HASPEN|2400200445X|JUNTOS POR EL CAMBIO|17.82
Tierra del Fuego|Río Grande|Circuito 14|ESCUELA PROVICNIAL HASPEN|2400200446X|JUNTOS POR EL CAMBIO|13.87
Tierra del Fuego|Río Grande|Circuito 14|ESCUELA PROVICNIAL HASPEN|2400200444X|JUNTOS POR EL CAMBIO|12.84
Tierra del Fuego|Río Grande|Circuito 14|ESCUELA PROVICNIAL HASPEN|2400200443X|INCIDENCIA|0.0
Tierra del Fuego|Río Grande|Circuito 14|ESCUELA PROVICNIAL HASPEN|2400200448X|JUNTOS POR EL CAMBIO|16.08
Tierra del Fuego|Río Grande|Circuito 14|ESCUELA PROVICNIAL HASPEN|2400200447X|JUNTOS POR EL CAMBIO|12.44
Tierra del Fuego|Río Grande|Circuito 14|GIMNASIO INTEGRADOR MARGEN SUR|2400200454X|JUNTOS POR EL CAMBIO|14.28
Tierra del Fuego|Río Grande|Circuito 14|GIMNASIO INTEGRADOR MARGEN SUR|2400200452X|JUNTOS POR EL CAMBIO|13.98
Tierra del Fuego|Río Grande|Circuito 14|GIMNASIO INTEGRADOR MARGEN SUR|2400200455X|INCIDENCIA|0.0
Tierra del Fuego|Río Grande|Circuito 14|GIMNASIO INTEGRADOR MARGEN SUR|2400200449X|JUNTOS POR EL CAMBIO|15.27
Tierra del Fuego|Río Grande|Circuito 14|GIMNASIO INTEGRADOR MARGEN SUR|2400200453X|JUNTOS POR EL CAMBIO|14.6
Tierra del Fuego|Río Grande|Circuito 14|GIMNASIO INTEGRADOR MARGEN SUR|2400200451X|FRENTE DE TODOS|76.47
Tierra del Fuego|Río Grande|Circuito 14|GIMNASIO INTEGRADOR MARGEN SUR|2400200451X|JUNTOS POR EL CAMBIO|8.59
Tierra del Fuego|Río Grande|Circuito 14|GIMNASIO INTEGRADOR MARGEN SUR|2400200450X|JUNTOS POR EL CAMBIO|11.21
Tierra del Fuego|Río Grande|Circuito 14|ESCUELA N° 4 REMOLCADOR ARA GUARANI|2400200412X|JUNTOS POR EL CAMBIO|14.09
Tierra del Fuego|Río Grande|Circuito 14|ESCUELA N° 4 REMOLCADOR ARA GUARANI|2400200426X|JUNTOS POR EL CAMBIO|19.49
Tierra del Fuego|Río Grande|Circuito 14|ESCUELA N° 4 REMOLCADOR ARA GUARANI|2400200420X|JUNTOS POR EL CAMBIO|11.55
Tierra del Fuego|Río Grande|Circuito 14|ESCUELA N° 4 REMOLCADOR ARA GUARANI|2400200414X|JUNTOS POR EL CAMBIO|10.25
Tierra del Fuego|Río Grande|Circuito 14|ESCUELA N° 4 REMOLCADOR ARA GUARANI|2400200414X|FRENTE DE TODOS|76.49
Tierra del Fuego|Río Grande|Circuito 14|ESCUELA N° 4 REMOLCADOR ARA GUARANI|2400200421X|FRENTE DE TODOS|75.93
Tierra del Fuego|Río Grande|Circuito 14|ESCUELA N° 4 REMOLCADOR ARA GUARANI|2400200421X|JUNTOS POR EL CAMBIO|10.78
Tierra del Fuego|Río Grande|Circuito 14|ESCUELA N° 4 REMOLCADOR ARA GUARANI|2400200422X|JUNTOS POR EL CAMBIO|11.44
Tierra del Fuego|Río Grande|Circuito 14|ESCUELA N° 4 REMOLCADOR ARA GUARANI|2400200419X|FRENTE DE TODOS|77.36
Tierra del Fuego|Río Grande|Circuito 14|ESCUELA N° 4 REMOLCADOR ARA GUARANI|2400200419X|JUNTOS POR EL CAMBIO|11.11
Tierra del Fuego|Río Grande|Circuito 14|ESCUELA N° 4 REMOLCADOR ARA GUARANI|2400200415X|JUNTOS POR EL CAMBIO|12.39
Tierra del Fuego|Río Grande|Circuito 14|ESCUELA N° 4 REMOLCADOR ARA GUARANI|2400200413X|JUNTOS POR EL CAMBIO|16.1
Tierra del Fuego|Río Grande|Circuito 14|ESCUELA N° 4 REMOLCADOR ARA GUARANI|2400200424X|JUNTOS POR EL CAMBIO|9.48
Tierra del Fuego|Río Grande|Circuito 14|ESCUELA N° 4 REMOLCADOR ARA GUARANI|2400200416X|JUNTOS POR EL CAMBIO|13.51
Tierra del Fuego|Río Grande|Circuito 14|ESCUELA N° 4 REMOLCADOR ARA GUARANI|2400200417X|JUNTOS POR EL CAMBIO|17.22
Tierra del Fuego|Río Grande|Circuito 14|ESCUELA N° 4 REMOLCADOR ARA GUARANI|2400200418X|JUNTOS POR EL CAMBIO|11.0
Tierra del Fuego|Río Grande|Circuito 14|ESCUELA N° 4 REMOLCADOR ARA GUARANI|2400200423X|JUNTOS POR EL CAMBIO|11.01
Tierra del Fuego|Río Grande|Circuito 14|ESCUELA N° 4 REMOLCADOR ARA GUARANI|2400200425X|JUNTOS POR EL CAMBIO|13.19
Tierra del Fuego|Río Grande|Circuito 14|COLEGIO PROVINCIAL ANTARTIDA ARGENTINA|2400200433X|FRENTE DE TODOS|75.43
Tierra del Fuego|Río Grande|Circuito 14|COLEGIO PROVINCIAL ANTARTIDA ARGENTINA|2400200433X|JUNTOS POR EL CAMBIO|9.05
Tierra del Fuego|Río Grande|Circuito 14|COLEGIO PROVINCIAL ANTARTIDA ARGENTINA|2400200429X|JUNTOS POR EL CAMBIO|17.09
Tierra del Fuego|Río Grande|Circuito 14|COLEGIO PROVINCIAL ANTARTIDA ARGENTINA|2400200434X|JUNTOS POR EL CAMBIO|19.19
Tierra del Fuego|Río Grande|Circuito 14|COLEGIO PROVINCIAL ANTARTIDA ARGENTINA|2400200431X|JUNTOS POR EL CAMBIO|9.95
Tierra del Fuego|Río Grande|Circuito 14|COLEGIO PROVINCIAL ANTARTIDA ARGENTINA|2400200427X|FRENTE DE TODOS|75.56
Tierra del Fuego|Río Grande|Circuito 14|COLEGIO PROVINCIAL ANTARTIDA ARGENTINA|2400200427X|JUNTOS POR EL CAMBIO|14.47
Tierra del Fuego|Río Grande|Circuito 14|COLEGIO PROVINCIAL ANTARTIDA ARGENTINA|2400200430X|JUNTOS POR EL CAMBIO|16.03
Tierra del Fuego|Río Grande|Circuito 14|COLEGIO PROVINCIAL ANTARTIDA ARGENTINA|2400200428X|JUNTOS POR EL CAMBIO|9.77
Tierra del Fuego|Río Grande|Circuito 14|COLEGIO PROVINCIAL ANTARTIDA ARGENTINA|2400200432X|JUNTOS POR EL CAMBIO|10.81
Tierra del Fuego|Río Grande|Circuito 14|ESCUELA N° 44 VALINETES DE MALVINAS|2400200437X|JUNTOS POR EL CAMBIO|16.15
Tierra del Fuego|Río Grande|Circuito 14|ESCUELA N° 44 VALINETES DE MALVINAS|2400200435X|JUNTOS POR EL CAMBIO|13.41
Tierra del Fuego|Río Grande|Circuito 14|ESCUELA N° 44 VALINETES DE MALVINAS|2400200436X|JUNTOS POR EL CAMBIO|6.75
Tierra del Fuego|Río Grande|Circuito 14|ESCUELA N° 44 VALINETES DE MALVINAS|2400200436X|FRENTE DE TODOS|75.1
Tierra del Fuego|Río Grande|Circuito 14|ESCUELA N° 44 VALINETES DE MALVINAS|2400200440X|JUNTOS POR EL CAMBIO|14.02
Tierra del Fuego|Río Grande|Circuito 14|ESCUELA N° 44 VALINETES DE MALVINAS|2400200441X|JUNTOS POR EL CAMBIO|10.97
Tierra del Fuego|Río Grande|Circuito 14|ESCUELA N° 44 VALINETES DE MALVINAS|2400200438X|JUNTOS POR EL CAMBIO|13.91
Tierra del Fuego|Río Grande|Circuito 14|ESCUELA N° 44 VALINETES DE MALVINAS|2400200439X|FRENTE DE TODOS|75.66
Tierra del Fuego|Río Grande|Circuito 14|ESCUELA N° 44 VALINETES DE MALVINAS|2400200439X|JUNTOS POR EL CAMBIO|11.5
Tierra del Fuego|Río Grande|Circuito 09|COLEGIO PROVINCIAL ALICIA MOREAU DE JUSTO|2400200296X|JUNTOS POR EL CAMBIO|18.58
Tierra del Fuego|Río Grande|Circuito 09|COLEGIO PROVINCIAL ALICIA MOREAU DE JUSTO|2400200293X|JUNTOS POR EL CAMBIO|17.05
Tierra del Fuego|Río Grande|Circuito 09|COLEGIO PROVINCIAL ALICIA MOREAU DE JUSTO|2400200290X|INCIDENCIA|0.0
Tierra del Fuego|Río Grande|Circuito 09|ESCUELA E.P.E.I.M.|2400200282X|INCIDENCIA|0.0
Tierra del Fuego|Río Grande|Circuito 10|COLEGIO PROVINCIAL SOBERANIA NACIONAL|2400200341X|JUNTOS POR EL CAMBIO|13.42
Tierra del Fuego|Río Grande|Circuito 10|ESCUELA N° 21 PROVINCIAS UNIDAS|2400200315X|JUNTOS POR EL CAMBIO|9.82
Tierra del Fuego|Río Grande|Circuito 10|ESCUELA N° 21 PROVINCIAS UNIDAS|2400200314X|JUNTOS POR EL CAMBIO|18.1
Tierra del Fuego|Río Grande|Circuito 10|ESCUELA N° 21 PROVINCIAS UNIDAS|2400200317X|INCIDENCIA|0.0
Tierra del Fuego|Río Grande|Circuito 12|COLEGIO PROVINCIAL RENE FAVALORO|2400200385X|JUNTOS POR EL CAMBIO|19.23
Tierra del Fuego|Río Grande|Circuito 12|COLEGIO PROVINCIAL RENE FAVALORO|2400200387X|JUNTOS POR EL CAMBIO|16.41
Tierra del Fuego|Río Grande|Circuito 12|ESCUELA N° 7 ABRAZO DE MAIPU|2400200379X|JUNTOS POR EL CAMBIO|18.66
Tierra del Fuego|Río Grande|Circuito 12|ESCUELA N° 7 ABRAZO DE MAIPU|2400200382X|JUNTOS POR EL CAMBIO|18.66
Tierra del Fuego|Río Grande|Circuito 12|ESCUELA N° 7 ABRAZO DE MAIPU|2400200381X|JUNTOS POR EL CAMBIO|18.31
Tierra del Fuego|Río Grande|Circuito 12|COLEGIO L. PIEDRABUENA (EX. COMERCIO N° 1)|2400200373X|JUNTOS POR EL CAMBIO|18.14
Tierra del Fuego|Río Grande|Circuito 08|ESCUELA N° 42 GABIRLA MISTRAL|2400200234X|JUNTOS POR EL CAMBIO|12.98
Tierra del Fuego|Río Grande|Circuito 08|ESCUELA N° 42 GABIRLA MISTRAL|2400200232X|JUNTOS POR EL CAMBIO|18.94
Tierra del Fuego|Río Grande|Circuito 08|ESCUELA N° 42 GABIRLA MISTRAL|2400200235X|JUNTOS POR EL CAMBIO|17.93
Tierra del Fuego|Río Grande|Circuito 08|ESCUELA N° 42 GABIRLA MISTRAL|2400200236X|JUNTOS POR EL CAMBIO|18.14
Tierra del Fuego|Río Grande|Circuito 08|ESCUELA AUSTRAL DE ENSEÑANZA BILINGÜE|2400200225X|INCIDENCIA|0.0
Tierra del Fuego|Río Grande|Circuito 08|ESCUELA AUSTRAL DE ENSEÑANZA BILINGÜE|2400200223X|JUNTOS POR EL CAMBIO|15.87
Tierra del Fuego|Río Grande|Circuito 08|ESCUELA AUSTRAL DE ENSEÑANZA BILINGÜE|2400200224X|JUNTOS POR EL CAMBIO|19.44
Tierra del Fuego|Río Grande|Circuito 08|ESCUELA AUSTRAL DE ENSEÑANZA BILINGÜE|2400200226X|JUNTOS POR EL CAMBIO|17.03
Tierra del Fuego|Río Grande|Circuito 08|ESCUELA N° 46|2400200249X|JUNTOS POR EL CAMBIO|17.25
Tierra del Fuego|Río Grande|Circuito 08|ESCUELA N° 46|2400200252X|JUNTOS POR EL CAMBIO|17.77
Tierra del Fuego|Río Grande|Circuito 08|ESCUELA N° 46|2400200251X|JUNTOS POR EL CAMBIO|17.46
Tierra del Fuego|Río Grande|Circuito 08|ESCUELA N° 46|2400200250X|JUNTOS POR EL CAMBIO|19.09
Tierra del Fuego|Río Grande|Circuito 08|COLEGIO PROV. ERNESTO GUEVARA|2400200240X|JUNTOS POR EL CAMBIO|19.62
Tierra del Fuego|Río Grande|Circuito 08|COLEGIO PROV. ERNESTO GUEVARA|2400200245X|JUNTOS POR EL CAMBIO|16.73
Tierra del Fuego|Río Grande|Circuito 08|COLEGIO PROV. ERNESTO GUEVARA|2400200238X|JUNTOS POR EL CAMBIO|18.3
Tierra del Fuego|Río Grande|Circuito 08|ESCUELA N° 14 SOLARIDAD LATINOAMERICANA|2400200213X|JUNTOS POR EL CAMBIO|13.24
Tierra del Fuego|Río Grande|Circuito 08|ESCUELA N° 14 SOLARIDAD LATINOAMERICANA|2400200215X|JUNTOS POR EL CAMBIO|19.74
Tierra del Fuego|Río Grande|Circuito 08|ESCUELA N° 14 SOLARIDAD LATINOAMERICANA|2400200217X|JUNTOS POR EL CAMBIO|19.67
Tierra del Fuego|Río Grande|Circuito 08|ESCUELA N° 14 SOLARIDAD LATINOAMERICANA|2400200214X|JUNTOS POR EL CAMBIO|15.87
Tierra del Fuego|Río Grande|Circuito 08|COLEGIO PROVINCIAL N° 8 PADRE JOSE ZINK|2400200270X|JUNTOS POR EL CAMBIO|18.29
Tierra del Fuego|Río Grande|Circuito 08|COLEGIO PROVINCIAL N° 8 PADRE JOSE ZINK|2400200271X|JUNTOS POR EL CAMBIO|18.8
Tierra del Fuego|Río Grande|Circuito 08|COLEGIO PROVINCIAL N° 8 PADRE JOSE ZINK|2400200268X|JUNTOS POR EL CAMBIO|19.13
Tierra del Fuego|Río Grande|Circuito 08|UNIVERSIDAD TECNOLOGICA NACIONAL CIERG|2400200259X|JUNTOS POR EL CAMBIO|17.31
Tierra del Fuego|Río Grande|Circuito 08|UNIVERSIDAD TECNOLOGICA NACIONAL CIERG|2400200260X|JUNTOS POR EL CAMBIO|15.61
Tierra del Fuego|Río Grande|Circuito 08|UNIVERSIDAD TECNOLOGICA NACIONAL CIERG|2400200253X|JUNTOS POR EL CAMBIO|3.73
Tierra del Fuego|Río Grande|Circuito 08|UNIVERSIDAD TECNOLOGICA NACIONAL CIERG|2400200261X|INCIDENCIA|0.0
Tierra del Fuego|Río Grande|Circuito 08|UNIVERSIDAD TECNOLOGICA NACIONAL CIERG|2400200262X|JUNTOS POR EL CAMBIO|15.72
Tierra del Fuego|Río Grande|Circuito 08|UNIVERSIDAD TECNOLOGICA NACIONAL CIERG|2400200255X|INCIDENCIA|0.0
Tierra del Fuego|Río Grande|Circuito 08|UNIVERSIDAD TECNOLOGICA NACIONAL CIERG|2400200257X|JUNTOS POR EL CAMBIO|16.8
Tierra del Fuego|Río Grande|Circuito 08|UNIVERSIDAD TECNOLOGICA NACIONAL CIERG|2400200258X|JUNTOS POR EL CAMBIO|19.24
Formosa|Pilcomayo|Circuito 26|EPEP N° 49 SAN JOSE DE CALASAN|0900300644X|FRENTE DE TODOS|83.77
Formosa|Pilcomayo|Circuito 26|EPEP N° 49 SAN JOSE DE CALASAN|0900300644X|JUNTOS POR EL CAMBIO|15.09
Formosa|Pilcomayo|Circuito 26|EPEP N° 49 SAN JOSE DE CALASAN|0900300646X|JUNTOS POR EL CAMBIO|19.06
Formosa|Pilcomayo|Circuito 26|EPEP N° 49 SAN JOSE DE CALASAN|0900300646X|FRENTE DE TODOS|78.21
Formosa|Pilcomayo|Circuito 26|EPEP N° 49 SAN JOSE DE CALASAN|0900300645X|FRENTE DE TODOS|85.05
Formosa|Pilcomayo|Circuito 26|EPEP N° 49 SAN JOSE DE CALASAN|0900300645X|JUNTOS POR EL CAMBIO|13.4
Formosa|Pilcomayo|Circuito 26|EPEP N° 49 SAN JOSE DE CALASAN|0900300649X|FRENTE DE TODOS|81.25
Formosa|Pilcomayo|Circuito 26|EPEP N° 49 SAN JOSE DE CALASAN|0900300649X|JUNTOS POR EL CAMBIO|17.27
Formosa|Pilcomayo|Circuito 26|EPEP N° 49 SAN JOSE DE CALASAN|0900300643X|FRENTE DE TODOS|78.22
Formosa|Pilcomayo|Circuito 26|EPEP N° 49 SAN JOSE DE CALASAN|0900300643X|JUNTOS POR EL CAMBIO|18.14
Formosa|Pilcomayo|Circuito 26|EPEP N° 49 SAN JOSE DE CALASAN|0900300647X|FRENTE DE TODOS|81.75
Formosa|Pilcomayo|Circuito 26|EPEP N° 49 SAN JOSE DE CALASAN|0900300647X|JUNTOS POR EL CAMBIO|15.78
Formosa|Pilcomayo|Circuito 26|EPES N° 16 REPUBLICA DE ITALIA|0900300634X|JUNTOS POR EL CAMBIO|16.03
Formosa|Pilcomayo|Circuito 26|EPES N° 16 REPUBLICA DE ITALIA|0900300634X|FRENTE DE TODOS|81.29
Formosa|Pilcomayo|Circuito 26|EPES N° 16 REPUBLICA DE ITALIA|0900300635X|JUNTOS POR EL CAMBIO|16.84
Formosa|Pilcomayo|Circuito 26|EPES N° 16 REPUBLICA DE ITALIA|0900300635X|FRENTE DE TODOS|81.4
Formosa|Pilcomayo|Circuito 26|EPES N° 16 REPUBLICA DE ITALIA|0900300638X|JUNTOS POR EL CAMBIO|15.2
Formosa|Pilcomayo|Circuito 26|EPES N° 16 REPUBLICA DE ITALIA|0900300638X|FRENTE DE TODOS|82.5
Formosa|Pilcomayo|Circuito 26|EPES N° 16 REPUBLICA DE ITALIA|0900300637X|FRENTE DE TODOS|77.52
Formosa|Pilcomayo|Circuito 30A|EPEP N° 183 F. N. LAPRIDA|0900300706X|JUNTOS POR EL CAMBIO|13.24
Formosa|Pilcomayo|Circuito 30A|EPEP N° 183 F. N. LAPRIDA|0900300706X|FRENTE DE TODOS|84.47
Formosa|Pilcomayo|Circuito 29|EPEP N° 530 COM. EDUC. N°1|0900300673X|FRENTE DE TODOS|76.57
Formosa|Pilcomayo|Circuito 29|EPEP N° 530 COM. EDUC. N°1|0900300672X|FRENTE DE TODOS|76.89
Formosa|Pilcomayo|Circuito 29|EPEP N° 530 COM. EDUC. N°1|0900300670X|JUNTOS POR EL CAMBIO|19.27
Formosa|Pilcomayo|Circuito 29|EPEP N° 530 COM. EDUC. N°1|0900300670X|FRENTE DE TODOS|77.09
Formosa|Pilcomayo|Circuito 29|EPEP N° 530 COM. EDUC. N°1|0900300668X|FRENTE DE TODOS|75.46
Formosa|Pilcomayo|Circuito 29|EPEP N° 346 RUBEN S. Y RAMOS|0900300684X|JUNTOS POR EL CAMBIO|16.79
Formosa|Pilcomayo|Circuito 29|EPEP N° 346 RUBEN S. Y RAMOS|0900300684X|FRENTE DE TODOS|79.85
Formosa|Pilcomayo|Circuito 29|EPEP N° 346 RUBEN S. Y RAMOS|0900300682X|FRENTE DE TODOS|77.17
Formosa|Pilcomayo|Circuito 29|EPEP N° 346 RUBEN S. Y RAMOS|0900300685X|JUNTOS POR EL CAMBIO|19.25
Formosa|Pilcomayo|Circuito 29|EPEP N° 346 RUBEN S. Y RAMOS|0900300685X|FRENTE DE TODOS|75.55
Formosa|Pilcomayo|Circuito 29|EPEP DE FRONTERA N° 6|0900300678X|JUNTOS POR EL CAMBIO|19.21
Formosa|Pilcomayo|Circuito 29|EPEP DE FRONTERA N° 6|0900300678X|FRENTE DE TODOS|76.86
Formosa|Pilcomayo|Circuito 29|EPEP DE FRONTERA N° 6|0900300680X|FRENTE DE TODOS|75.73
Formosa|Pilcomayo|Circuito 29|EPEP DE FRONTERA N° 6|0900300677X|FRENTE DE TODOS|75.19
Formosa|Pilcomayo|Circuito 29|EPEP DE FRONTERA N° 6|0900300676X|JUNTOS POR EL CAMBIO|19.85
Formosa|Pilcomayo|Circuito 29|EPEP DE FRONTERA N° 6|0900300676X|FRENTE DE TODOS|76.83
Formosa|Pilcomayo|Circuito 29|EPEP DE FRONTERA N° 6|0900300681X|JUNTOS POR EL CAMBIO|12.9
Formosa|Pilcomayo|Circuito 29|EPEP DE FRONTERA N° 6|0900300681X|FRENTE DE TODOS|82.79
